symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
KDP,Keurig Dr Pepper Inc.,31.66,42.95B,15.15B,2.28B,1.36B,1.66,19.06,15.69,$0.92 (2.91%),"Sep 27, 2024","16,965,159",33.29,33.38,31.48 - 33.32,28.62 - 38.28,0.63,Buy,38.36 (+21.16%),"Oct 24, 2024",Beverages - Non-Alcoholic,Consumer Staples,"Sep 21, 1993",NASDAQ,"28,100",https://www.keurigdrpepper.com
TRGP,Targa Resources Corp.,196.04,42.75B,16.22B,1.23B,218.06M,5.53,35.44,25.87,$3.00 (1.53%),"Oct 31, 2024","1,371,629",190.40,191.57,190.01 - 196.19,81.03 - 197.14,2.24,Strong Buy,166.00 (-15.32%),"Nov 5, 2024",Oil & Gas Midstream,Energy,"Dec 7, 2010",NYSE,"3,182",https://www.targaresources.com
BKR,Baker Hughes Company,42.94,42.49B,27.30B,2.24B,989.53M,2.23,19.27,17.47,$0.84 (1.96%),"Nov 4, 2024","4,402,512",43.20,43.18,42.65 - 43.71,28.32 - 44.50,1.36,Strong Buy,44.59 (+3.84%),"Oct 22, 2024",Oil & Gas Equipment & Services,Energy,2016,NASDAQ,"58,000",https://www.bakerhughes.com
EA,Electronic Arts Inc.,161.36,42.32B,7.41B,1.05B,262.27M,3.89,41.45,20.28,$0.76 (0.47%),"Nov 27, 2024","2,036,578",163.30,164.12,161.26 - 163.68,124.92 - 164.42,0.78,Buy,165.59 (+2.62%),"Oct 29, 2024",Electronic Gaming & Multimedia,Communication Services,1982,NASDAQ,"13,700",https://www.ea.com
KR,The Kroger Co.,58.02,41.98B,150.20B,2.77B,723.49M,3.82,15.19,12.74,$1.28 (2.21%),"Nov 15, 2024","3,631,121",58.87,58.76,57.95 - 59.20,42.10 - 60.35,0.47,Buy,58.58 (+0.97%),"Nov 29, 2024",Grocery Stores,Consumer Staples,1883,NYSE,"414,000",https://www.thekrogerco.com
IR,Ingersoll Rand Inc.,102.43,41.28B,7.16B,838.60M,403.01M,2.05,49.96,29.87,$0.08 (0.08%),"Nov 14, 2024","1,555,928",102.69,102.99,102.05 - 103.67,69.46 - 105.63,1.42,Buy,102.62 (+0.19%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,1859,NYSE,"18,000",https://www.irco.com
DAL,"Delta Air Lines, Inc.",64.07,41.08B,60.31B,4.65B,641.11M,7.20,8.90,8.81,$0.60 (0.94%),"Oct 10, 2024","9,844,782",65.44,64.85,63.86 - 65.84,35.46 - 66.25,1.34,Strong Buy,71.22 (+11.16%),"Jan 10, 2025",Airlines,Industrials,1924,NYSE,"100,000",https://www.delta.com
IT,"Gartner, Inc.",522.86,40.33B,6.14B,1.06B,77.13M,13.53,38.64,41.14,n/a,n/a,"460,026",528.61,537.10,522.53 - 535.69,411.15 - 559.00,1.32,Buy,540.43 (+3.36%),"Nov 5, 2024",Information Technology Services,Technology,"Oct 4, 1993",NYSE,"20,237",https://www.gartner.com
GRMN,Garmin Ltd.,208.43,40.02B,5.96B,1.52B,192.02M,7.86,26.51,28.74,$3.00 (1.44%),"Mar 14, 2025","521,568",210.37,211.37,208.18 - 211.75,118.79 - 215.55,0.98,Hold,162.17 (-22.19%),"Oct 30, 2024",Scientific & Technical Instruments,Technology,"Dec 12, 2000",NYSE,"19,900",https://www.garmin.com
EW,Edwards Lifesciences Corporation,67.76,39.96B,6.31B,4.16B,589.80M,6.89,26.13,28.63,n/a,n/a,"6,396,430",65.31,66.16,65.31 - 67.81,58.93 - 96.12,1.12,Buy,76.60 (+13.05%),"Oct 24, 2024",Medical Devices,Healthcare,"Mar 27, 2000",NYSE,"19,800",https://www.edwards.com
XEL,Xcel Energy Inc.,69.46,39.89B,13.76B,1.88B,574.24M,3.37,20.63,18.34,$2.19 (3.16%),"Sep 13, 2024","4,017,249",68.89,68.91,68.68 - 69.90,46.79 - 69.90,0.40,Buy,66.13 (-4.79%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1909,NASDAQ,"11,311",https://www.xcelenergy.com
GLW,Corning Incorporated,46.49,39.81B,12.61B,156.00M,856.21M,0.18,253.83,20.86,$1.12 (2.41%),"Nov 15, 2024","2,777,601",46.58,46.77,46.31 - 46.99,27.57 - 51.03,1.03,Buy,51.17 (+10.07%),"Oct 29, 2024",Electronic Components,Technology,1851,NYSE,"49,800",https://www.corning.com
VRSK,"Verisk Analytics, Inc.",280.80,39.65B,2.82B,921.80M,141.21M,6.41,43.37,40.05,$1.56 (0.56%),"Dec 13, 2024","486,394",286.49,286.13,280.14 - 286.49,217.34 - 291.42,0.86,Hold,283.45 (+0.94%),"Oct 30, 2024",Consulting Services,Industrials,"Oct 7, 2009",NASDAQ,"7,500",https://www.verisk.com
OTIS,Otis Worldwide Corporation,99.10,39.59B,14.21B,1.63B,399.46M,4.02,24.67,24.57,$1.56 (1.57%),"Nov 15, 2024","1,855,225",99.36,99.33,98.67 - 100.21,83.66 - 106.33,0.94,Hold,105.83 (+6.79%),"Oct 30, 2024",Specialty Industrial Machinery,Industrials,1853,NYSE,"71,000",https://www.otis.com
EXC,Exelon Corporation,39.11,39.30B,22.92B,2.43B,1.00B,2.43,16.10,15.57,$1.52 (3.89%),"Nov 8, 2024","9,034,286",38.11,38.12,38.11 - 39.19,33.35 - 41.43,0.61,Buy,41.08 (+5.04%),"Oct 30, 2024",Utilities - Regulated Electric,Utilities,1999,NASDAQ,"19,962",https://www.exeloncorp.com
LULU,Lululemon Athletica Inc.,320.01,39.29B,9.99B,1.63B,122.78M,12.94,24.72,22.23,n/a,n/a,"1,255,569",330.62,330.26,319.76 - 331.31,226.01 - 516.39,1.24,Buy,369.40 (+15.43%),"Dec 5, 2024",Apparel Retail,Consumer Discretionary,"Jul 27, 2007",NASDAQ,"38,000",https://corporate.lululemon.com
CBRE,"CBRE Group, Inc.",130.23,39.17B,34.31B,958.00M,300.80M,3.10,41.96,22.63,n/a,n/a,"1,660,305",131.34,132.00,130.03 - 132.42,76.63 - 137.93,1.39,Buy,116.83 (-10.29%),"Oct 24, 2024",Real Estate Services,Real Estate,"Jun 10, 2004",NYSE,"130,000",https://www.cbre.com
CTSH,Cognizant Technology Solutions Corporation,77.11,38.23B,19.41B,2.25B,495.82M,4.52,17.06,16.02,$1.20 (1.56%),"Nov 19, 2024","5,079,122",80.50,80.77,77.08 - 80.52,63.79 - 82.41,1.05,Hold,79.94 (+3.67%),"Oct 30, 2024",Information Technology Services,Technology,"Jun 19, 1998",NASDAQ,"347,700",https://www.cognizant.com
ACGL,Arch Capital Group Ltd.,101.83,38.16B,16.87B,5.67B,374.72M,14.88,6.84,12.05,n/a,n/a,"2,726,355",100.54,100.05,100.54 - 102.37,72.85 - 116.47,0.61,Buy,119.25 (+17.11%),"Oct 30, 2024",Insurance - Diversified,Financials,"Sep 13, 1995",NASDAQ,"6,400",https://www.archgroup.com
CTVA,"Corteva, Inc.",55.21,37.95B,16.64B,695.00M,687.29M,0.98,58.32,17.98,$0.68 (1.23%),"Dec 2, 2024","4,624,470",57.25,57.41,55.18 - 57.46,43.89 - 63.75,0.77,Buy,63.50 (+15.02%),"Nov 6, 2024",Agricultural Inputs,Materials,2018,NYSE,"22,500",https://www.corteva.com
KHC,The Kraft Heinz Company,31.14,37.65B,26.13B,1.37B,1.21B,1.11,27.93,10.29,$1.60 (5.14%),"Nov 29, 2024","17,353,054",31.83,31.79,30.40 - 31.83,30.40 - 38.96,0.48,Buy,37.40 (+20.1%),"Oct 30, 2024",Packaged Foods,Consumer Staples,1869,NASDAQ,"36,000",https://www.kraftheinzcompany.com
GEHC,GE HealthCare Technologies Inc.,81.76,37.35B,19.56B,1.68B,456.87M,3.65,22.40,18.02,$0.12 (0.15%),"Oct 18, 2024","3,609,013",82.81,82.92,81.53 - 82.82,66.39 - 94.55,n/a,Buy,94.36 (+15.41%),"Oct 30, 2024",Health Information Services,Healthcare,1892,NASDAQ,"51,000",https://www.gehealthcare.com
YUM,"Yum! Brands, Inc.",133.59,37.28B,7.22B,1.53B,279.07M,5.35,24.97,22.47,$2.68 (2.01%),"Aug 27, 2024","1,678,978",135.94,136.74,133.43 - 137.68,123.70 - 143.20,1.09,Buy,145.94 (+9.25%),"Nov 5, 2024",Restaurants,Consumer Discretionary,"Sep 17, 1997",NYSE,"35,000",https://www.yum.com
VMC,Vulcan Materials Company,279.28,36.88B,7.40B,845.60M,132.06M,6.35,43.63,32.40,$1.84 (0.66%),"Nov 4, 2024","669,372",281.68,282.68,277.61 - 283.07,209.39 - 298.31,0.80,Strong Buy,280.46 (+0.42%),"Oct 30, 2024",Building Materials,Materials,1909,NYSE,"10,961",https://www.vulcanmaterials.com
SYY,Sysco Corporation,74.95,36.82B,79.71B,1.94B,491.23M,3.89,19.27,16.12,$2.04 (2.72%),"Oct 4, 2024","1,846,680",74.97,74.96,74.70 - 75.60,69.03 - 82.89,1.20,Strong Buy,85.50 (+14.08%),"Oct 29, 2024",Food Distribution,Consumer Staples,1969,NYSE,"72,000",https://www.sysco.com
A,"Agilent Technologies, Inc.",127.07,36.51B,6.50B,1.41B,287.33M,4.81,26.40,23.14,$0.94 (0.74%),"Oct 1, 2024","2,631,118",129.47,130.22,125.82 - 129.71,112.06 - 155.35,1.07,Buy,143.07 (+12.59%),"Nov 25, 2024",Diagnostics & Research,Healthcare,"Nov 18, 1999",NYSE,"18,100",https://www.agilent.com
EXR,Extra Space Storage Inc.,164.56,36.30B,3.31B,806.89M,220.61M,3.81,43.18,36.68,$6.48 (3.94%),"Sep 16, 2024","1,131,206",161.26,163.43,161.26 - 165.12,125.32 - 184.87,0.89,Hold,171.50 (+4.22%),"Oct 29, 2024",REIT - Industrial,Real Estate,"Aug 12, 2004",NYSE,"7,618",https://www.extraspace.com
MLM,"Martin Marietta Materials, Inc.",583.03,35.63B,6.51B,1.98B,61.12M,32.12,18.11,29.37,$3.16 (0.54%),"Sep 3, 2024","400,317",587.77,587.96,579.34 - 589.52,451.37 - 633.23,0.90,Strong Buy,637.36 (+9.32%),"Oct 30, 2024",Building Materials,Materials,"Feb 16, 1994",NYSE,"9,400",https://www.martinmarietta.com
MTB,M&T Bank Corporation,214.74,35.63B,8.50B,2.26B,165.92M,13.52,15.88,13.87,$5.40 (2.52%),"Sep 3, 2024","848,069",213.81,213.27,212.59 - 216.19,123.46 - 216.84,0.73,Buy,202.50 (-5.7%),"Oct 17, 2024",Banks - Regional,Financials,1856,NYSE,"22,223",https://www3.mtb.com
HPQ,HP Inc.,36.72,35.39B,53.32B,2.84B,963.72M,2.85,12.88,10.28,$1.10 (3.01%),"Sep 11, 2024","5,948,093",36.38,36.49,36.33 - 36.93,27.43 - 39.52,1.09,Hold,35.18 (-4.19%),"Nov 26, 2024",Computer Hardware,Technology,1939,NYSE,"58,000",https://www.hp.com
GIS,"General Mills, Inc.",63.21,35.09B,19.80B,2.40B,555.16M,4.20,15.05,13.89,$2.40 (3.80%),"Oct 10, 2024","6,783,838",64.22,64.71,62.39 - 64.22,61.48 - 75.90,0.11,Hold,72.57 (+14.81%),"Dec 18, 2024",Packaged Foods,Consumer Staples,1866,NYSE,"3,400",https://www.generalmills.com
IQV,IQVIA Holdings Inc.,192.68,34.97B,15.32B,1.41B,181.50M,7.62,25.29,16.34,n/a,n/a,"4,272,415",202.02,202.94,189.63 - 202.02,189.63 - 261.73,1.51,Buy,259.40 (+34.63%),"Oct 31, 2024",Diagnostics & Research,Healthcare,"May 9, 2013",NYSE,"87,000",https://www.iqvia.com
LVS,Las Vegas Sands Corp.,47.96,34.77B,11.32B,1.50B,725.01M,2.02,23.76,18.58,$0.80 (1.67%),"Nov 5, 2024","4,762,457",48.45,48.53,47.73 - 48.79,36.62 - 55.66,1.12,Buy,58.31 (+21.58%),"Oct 23, 2024",Resorts & Casinos,Consumer Discretionary,"Dec 15, 2004",NYSE,"38,700",https://www.sands.com
HSY,The Hershey Company,170.92,34.59B,10.97B,1.77B,202.35M,8.70,19.66,20.46,$5.48 (3.21%),"Aug 16, 2024","3,650,337",177.54,178.94,170.58 - 178.05,170.58 - 211.92,0.37,Sell,187.06 (+9.44%),"Nov 7, 2024",Confectioners,Consumer Staples,1894,NYSE,"20,505",https://www.thehersheycompany.com
NUE,Nucor Corporation,147.08,34.54B,31.36B,2.51B,234.81M,10.40,14.15,19.23,$2.16 (1.47%),"Sep 27, 2024","1,519,495",147.38,146.38,146.41 - 149.49,133.42 - 203.00,1.57,Buy,190.57 (+29.57%),"Oct 21, 2024",Steel,Materials,1905,NYSE,"32,000",https://www.nucor.com
IDXX,"IDEXX Laboratories, Inc.",420.91,34.47B,3.84B,866.24M,81.88M,10.36,40.63,36.01,n/a,n/a,"689,430",423.34,423.65,408.95 - 424.50,404.74 - 583.39,1.36,Buy,545.29 (+29.55%),"Oct 31, 2024",Diagnostics & Research,Healthcare,"Jun 21, 1991",NASDAQ,"11,000",https://www.idexx.com
RMD,ResMed Inc.,234.74,34.45B,4.81B,1.11B,146.75M,7.54,31.13,24.51,$2.12 (0.90%),"Nov 7, 2024","1,116,371",233.17,231.43,231.26 - 235.07,147.39 - 260.49,0.69,Buy,227.63 (-3.03%),"Oct 24, 2024",Medical Instruments & Supplies,Healthcare,"Jun 2, 1995",NYSE,"9,980",https://www.resmed.com
DD,"DuPont de Nemours, Inc.",81.85,34.21B,12.19B,799.00M,417.96M,1.88,68.36,19.18,$1.50 (1.83%),"Aug 30, 2024","1,809,026",83.07,83.08,81.73 - 83.38,61.14 - 90.06,1.34,Buy,93.83 (+14.64%),"Nov 5, 2024",Specialty Chemicals,Materials,2015,NYSE,"24,000",https://www.dupont.com
HIG,"The Hartford Financial Services Group, Inc.",117.95,34.19B,26.08B,3.01B,289.89M,9.97,11.83,10.44,$2.08 (1.76%),"Dec 2, 2024","1,260,025",116.95,116.43,116.60 - 118.31,75.83 - 123.23,0.94,Buy,121.50 (+3.01%),"Oct 24, 2024",Insurance - Property & Casualty,Financials,"Dec 20, 1995",NYSE,"18,700",https://www.thehartford.com
WAB,Westinghouse Air Brake Technologies Corporation,195.17,34.19B,10.33B,1.06B,175.18M,5.99,32.56,23.66,$0.80 (0.41%),"Nov 13, 2024","654,048",195.39,196.71,194.63 - 196.98,114.45 - 202.84,1.27,Buy,175.50 (-10.08%),"Oct 23, 2024",Railroads,Industrials,"Jun 20, 1995",NYSE,"29,000",https://www.wabteccorp.com
MCHP,Microchip Technology Incorporated,62.86,33.76B,5.50B,781.60M,537.01M,1.44,43.76,37.51,$1.82 (2.89%),"Aug 22, 2024","9,277,701",64.91,65.60,62.63 - 65.07,62.63 - 100.57,1.53,Buy,93.05 (+48.03%),"Nov 5, 2024",Semiconductors,Technology,"Mar 19, 1993",NASDAQ,"22,300",https://www.microchip.com
IRM,Iron Mountain Incorporated,114.88,33.71B,5.99B,104.71M,293.46M,0.36,321.98,58.50,$2.86 (2.49%),"Sep 16, 2024","1,477,479",112.68,113.12,112.30 - 115.46,61.80 - 130.24,1.02,Strong Buy,129.80 (+12.99%),"Nov 6, 2024",REIT - Specialty,Real Estate,"Jan 31, 1996",NYSE,"27,000",https://www.ironmountain.com
ED,"Consolidated Edison, Inc.",96.44,33.41B,15.03B,1.84B,346.41M,5.31,18.15,17.61,$3.32 (3.44%),"Nov 13, 2024","2,239,155",95.00,95.24,95.00 - 96.49,85.85 - 107.75,0.35,Hold,96.39 (-0.05%),"Nov 7, 2024",Utilities - Regulated Electric,Utilities,1884,NYSE,"14,592",https://www.conedison.com
VICI,VICI Properties Inc.,31.67,33.39B,3.81B,2.81B,1.05B,2.70,11.74,11.64,$1.73 (5.47%),"Sep 18, 2024","11,471,435",31.29,31.30,31.29 - 31.71,27.08 - 34.29,0.96,Buy,33.70 (+6.41%),"Oct 31, 2024",REIT - Diversified,Real Estate,2016,NYSE,28,https://www.viciproperties.com
HUM,Humana Inc.,275.67,33.19B,115.01B,1.36B,120.41M,11.19,24.62,17.19,$3.54 (1.28%),"Dec 31, 2024","1,539,742",284.60,283.14,274.60 - 284.60,213.31 - 527.18,0.52,Hold,306.48 (+11.18%),"Oct 30, 2024",Healthcare Plans,Healthcare,"Jan 22, 1993",NYSE,"67,600",https://www.humana.com
RJF,"Raymond James Financial, Inc.",160.68,32.67B,12.78B,2.06B,203.30M,9.70,16.56,15.41,$1.80 (1.12%),"Oct 1, 2024","1,026,751",160.00,160.15,159.70 - 161.57,102.42 - 163.45,1.00,Hold,138.58 (-13.75%),"Oct 23, 2024",Asset Management,Financials,1962,NYSE,"18,000",https://www.raymondjames.com
AVB,"AvalonBay Communities, Inc.",229.41,32.59B,2.93B,1.04B,142.05M,7.32,31.34,42.06,$6.80 (2.96%),"Sep 30, 2024","645,896",227.00,227.93,225.87 - 230.00,166.60 - 236.26,0.98,Buy,221.31 (-3.53%),"Nov 4, 2024",REIT - Residential,Real Estate,"Mar 10, 1994",NYSE,"3,039",https://www.avalonbay.com
EIX,Edison International,83.68,32.40B,17.32B,1.32B,387.15M,3.42,24.49,15.47,$3.12 (3.73%),"Oct 7, 2024","1,881,383",82.03,82.13,82.03 - 83.74,63.15 - 88.77,0.94,Buy,86.25 (+3.07%),"Oct 29, 2024",Utilities - Regulated Electric,Utilities,1886,NYSE,"14,375",https://www.edison.com
ROK,"Rockwell Automation, Inc.",286.15,32.31B,8.26B,948.20M,112.90M,8.28,34.56,29.72,$5.24 (1.83%),"Nov 18, 2024","971,481",286.32,286.43,284.74 - 290.97,242.81 - 312.76,1.36,Hold,284.27 (-0.66%),"Nov 7, 2024",Specialty Industrial Machinery,Industrials,"Jan 1, 1987",NYSE,"29,000",https://www.rockwellautomation.com
ETR,Entergy Corporation,149.12,31.97B,11.86B,1.76B,214.41M,8.20,18.18,20.28,$4.80 (3.22%),"Nov 13, 2024","2,590,042",147.50,147.04,147.12 - 149.77,96.15 - 156.85,0.70,Buy,150.96 (+1.23%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1949,NYSE,"12,177",https://www.entergy.com
CCL,Carnival Corporation & plc,24.31,31.58B,24.48B,1.57B,1.30B,1.20,20.27,14.90,n/a,n/a,"15,004,479",24.01,24.31,23.92 - 24.41,13.78 - 24.99,2.67,Strong Buy,23.31 (-4.11%),"Dec 19, 2024",Travel Services,Consumer Discretionary,"Jul 24, 1987",NYSE,"106,000",https://www.carnivalcorp.com
FITB,Fifth Third Bancorp,46.99,31.51B,8.06B,2.07B,670.54M,3.00,15.66,13.40,$1.48 (3.15%),"Sep 30, 2024","3,370,394",47.51,47.26,46.73 - 47.75,26.89 - 48.10,1.23,Buy,42.97 (-8.56%),"Oct 18, 2024",Banks - Regional,Financials,1858,NASDAQ,"18,724",https://www.53.com
WTW,Willis Towers Watson Public Limited Company,312.65,31.49B,9.81B,-722.00M,100.73M,-7.11,n/a,17.30,$3.52 (1.13%),"Sep 30, 2024","905,596",315.20,314.80,311.44 - 316.17,234.01 - 320.77,0.74,Buy,313.93 (+0.41%),"Oct 31, 2024",Insurance Brokers,Financials,1828,NASDAQ,"48,000",https://www.wtwco.com
BRO,"Brown & Brown, Inc.",110.05,31.47B,4.56B,1.04B,285.96M,3.67,29.98,27.43,$0.60 (0.55%),"Nov 6, 2024","1,501,936",109.12,109.53,108.34 - 110.25,69.13 - 114.08,0.82,Buy,106.91 (-2.85%),"Oct 28, 2024",Insurance Brokers,Financials,1939,NYSE,"16,152",https://www.bbinsurance.com
TTWO,"Take-Two Interactive Software, Inc.",177.62,31.19B,5.46B,-3.62B,175.63M,-21.03,n/a,51.17,n/a,n/a,"1,342,713",181.00,181.48,176.68 - 181.00,135.24 - 182.62,0.85,Strong Buy,190.05 (+7.0%),"Nov 6, 2024",Electronic Gaming & Multimedia,Communication Services,"Apr 15, 1997",NASDAQ,"12,371",https://www.take2games.com
WEC,"WEC Energy Group, Inc.",97.98,31.00B,8.53B,1.29B,316.35M,4.09,23.94,21.44,$3.34 (3.41%),"Nov 14, 2024","2,087,394",96.15,96.13,96.15 - 98.10,75.13 - 100.31,0.44,Hold,94.73 (-3.32%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1896,NYSE,"7,000",https://www.wecenergygroup.com
DOW,Dow Inc.,44.04,30.94B,43.18B,1.05B,702.49M,1.50,29.45,16.63,$2.80 (6.36%),"Nov 29, 2024","5,600,594",44.57,44.59,44.00 - 44.81,44.00 - 60.69,1.22,Hold,57.00 (+29.43%),"Oct 24, 2024",Chemicals,Materials,2018,NYSE,"35,900",https://www.dow.com
EFX,Equifax Inc.,248.27,30.77B,5.59B,562.50M,123.95M,4.50,55.17,28.23,$1.56 (0.63%),"Sep 3, 2024","2,102,870",257.81,262.21,247.60 - 257.81,202.20 - 309.63,1.59,Strong Buy,303.70 (+22.33%),"Oct 16, 2024",Consulting Services,Industrials,1899,NYSE,"14,900",https://www.equifax.com
UAL,"United Airlines Holdings, Inc.",91.17,29.98B,55.99B,2.76B,328.88M,8.30,10.98,7.37,n/a,n/a,"4,453,784",92.21,91.16,90.56 - 92.71,37.02 - 93.33,1.39,Strong Buy,86.61 (-5.0%),"Oct 15, 2024",Airlines,Industrials,1934,NASDAQ,"103,300",https://www.united.com
LYV,"Live Nation Entertainment, Inc.",129.00,29.75B,23.32B,206.78M,230.60M,0.89,144.65,57.55,n/a,n/a,"2,760,129",128.30,129.19,128.03 - 130.83,81.38 - 130.83,1.33,Strong Buy,138.20 (+7.13%),"Nov 11, 2024",Entertainment,Communication Services,2005,NYSE,"31,700",
DXCM,"DexCom, Inc.",75.88,29.64B,3.95B,680.80M,390.60M,1.67,45.51,39.20,n/a,n/a,"6,874,807",75.51,74.68,75.13 - 78.11,62.34 - 142.00,1.17,Buy,101.29 (+33.49%),"Oct 24, 2024",Medical Devices,Healthcare,"Apr 14, 2005",NASDAQ,"9,600",https://www.dexcom.com
XYL,Xylem Inc.,121.78,29.59B,8.42B,830.00M,242.94M,3.42,35.64,26.63,$1.44 (1.18%),"Aug 29, 2024","1,831,251",121.73,121.63,121.01 - 122.68,100.06 - 146.08,1.05,Buy,147.17 (+20.85%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,2011,NYSE,"23,000",https://www.xylem.com
GPN,Global Payments Inc.,116.00,29.52B,10.02B,1.36B,254.49M,5.30,21.89,9.30,$1.00 (0.86%),"Dec 13, 2024","1,780,733",115.89,116.21,115.19 - 117.49,91.60 - 141.78,0.98,Buy,136.57 (+17.73%),"Oct 30, 2024",Specialty Business Services,Industrials,"Jan 16, 2001",NYSE,"27,000",https://www.globalpayments.com/en-ap
TSCO,Tractor Supply Company,275.66,29.45B,14.77B,1.11B,106.84M,10.28,26.83,25.37,$4.40 (1.60%),"Aug 26, 2024","998,757",276.20,277.08,274.61 - 279.12,193.73 - 307.64,0.81,Buy,281.23 (+2.02%),"Oct 24, 2024",Specialty Retail,Consumer Discretionary,"Feb 17, 1994",NASDAQ,"50,000",https://www.tractorsupply.com
EBAY,eBay Inc.,61.43,29.42B,10.27B,2.02B,479.00M,3.97,15.42,11.94,$1.08 (1.76%),"Nov 29, 2024","5,164,209",62.30,62.30,61.07 - 62.45,38.98 - 67.80,1.34,Buy,62.84 (+2.3%),"Oct 30, 2024",Internet Retail,Consumer Discretionary,"Sep 24, 1998",NASDAQ,"12,300",https://www.ebayinc.com
CSGP,"CoStar Group, Inc.",71.25,29.21B,2.67B,175.40M,409.96M,0.43,165.72,71.19,n/a,n/a,"3,240,792",74.96,75.04,71.06 - 74.96,68.26 - 100.38,0.82,Buy,93.25 (+30.88%),"Oct 22, 2024",Real Estate Services,Real Estate,"Jun 29, 1998",NASDAQ,"6,152",https://www.costargroup.com
ANSS,"ANSYS, Inc.",332.38,29.07B,2.47B,567.77M,87.45M,6.48,51.28,31.98,n/a,n/a,"509,015",338.95,340.28,331.52 - 338.95,275.81 - 364.31,1.11,Hold,333.00 (+0.19%),"Nov 6, 2024",Software - Application,Technology,"Jun 20, 1996",NASDAQ,"6,200",https://www.ansys.com
CNC,Centene Corporation,57.46,29.01B,146.20B,3.07B,504.87M,5.75,9.99,8.43,n/a,n/a,"8,032,077",58.70,58.68,57.27 - 59.20,57.27 - 81.42,0.49,Buy,83.92 (+46.05%),"Oct 25, 2024",Healthcare Plans,Healthcare,"Dec 13, 2001",NYSE,"67,000",https://www.centene.com
EQR,Equity Residential,73.59,28.77B,2.94B,924.93M,390.92M,2.44,30.20,46.16,$2.70 (3.67%),"Sep 24, 2024","1,486,705",72.75,73.07,72.53 - 73.79,54.54 - 78.83,0.91,Buy,74.39 (+1.09%),"Oct 30, 2024",REIT - Residential,Real Estate,"Aug 11, 1993",NYSE,"2,400",https://www.equityapartments.com
CAH,"Cardinal Health, Inc.",118.78,28.75B,224.45B,1.28B,242.01M,5.21,22.81,14.90,$2.02 (1.70%),"Oct 1, 2024","1,543,084",122.16,121.29,118.69 - 122.73,93.17 - 126.14,0.62,Buy,123.00 (+3.55%),"Nov 1, 2024",Medical Distribution,Healthcare,1979,NYSE,"48,900",https://www.cardinalhealth.com
PPG,"PPG Industries, Inc.",122.53,28.39B,18.03B,1.49B,231.70M,6.30,19.44,14.33,$2.72 (2.22%),"Nov 12, 2024","1,625,413",123.16,123.52,122.24 - 123.91,118.07 - 151.16,1.25,Buy,149.86 (+22.31%),"Oct 16, 2024",Specialty Chemicals,Materials,1883,NYSE,"53,000",https://www.ppg.com
STT,State Street Corporation,95.48,27.99B,12.55B,1.93B,293.15M,6.30,15.14,10.42,$3.04 (3.18%),"Oct 1, 2024","1,694,578",94.29,94.18,94.23 - 95.67,68.99 - 98.45,1.48,Hold,92.50 (-3.12%),"Oct 15, 2024",Asset Management,Financials,1792,NYSE,"46,000",https://www.statestreet.com
MPWR,"Monolithic Power Systems, Inc.",573.38,27.97B,2.04B,434.24M,48.78M,8.87,64.64,34.86,$5.00 (0.87%),"Sep 30, 2024","1,609,875",565.96,576.79,561.79 - 590.49,535.37 - 959.64,1.15,Strong Buy,935.90 (+63.23%),"Oct 30, 2024",Semiconductors,Technology,"Nov 19, 2004",NASDAQ,"3,564",https://www.monolithicpower.com
K,Kellanova,80.57,27.77B,12.80B,1.01B,344.70M,2.91,26.95,20.80,$2.28 (2.83%),"Dec 2, 2024","3,846,284",81.00,80.85,80.42 - 81.15,51.02 - 81.34,0.39,Hold,72.21 (-10.38%),"Oct 31, 2024",Packaged Foods,Consumer Staples,1906,NYSE,"23,000",https://www.kellanova.com
NVR,"NVR, Inc.","9,026.00",27.65B,10.28B,1.63B,3.06M,488.66,18.47,17.73,n/a,n/a,"13,829","9,193.08","9,179.61","8,978.56 - 9,193.08","6,052.58 - 9,964.77",1.20,Buy,"10,025.00 (+11.07%)","Oct 22, 2024",Residential Construction,Consumer Discretionary,1980,NYSE,"6,300",https://www.nvrinc.com
DOV,Dover Corporation,201.18,27.60B,8.47B,1.56B,137.19M,11.19,18.27,22.15,$2.06 (1.02%),"Nov 29, 2024","678,141",202.03,202.09,200.56 - 203.66,136.50 - 204.93,1.22,Buy,207.73 (+3.26%),"Oct 24, 2024",Specialty Industrial Machinery,Industrials,1947,NYSE,"25,000",https://www.dovercorporation.com
ON,ON Semiconductor Corporation,64.76,27.57B,7.38B,1.76B,425.80M,4.03,16.05,15.84,n/a,n/a,"6,216,698",66.31,67.02,64.60 - 66.83,59.34 - 86.77,1.65,Buy,86.00 (+32.8%),"Oct 28, 2024",Semiconductors,Technology,"Apr 28, 2000",NASDAQ,"30,100",https://www.onsemi.com
