symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
KR,The Kroger Co.,60.57,43.82B,150.20B,2.77B,723.49M,3.82,15.86,13.30,$1.28 (2.11%),"Nov 15, 2024","2,504,367",60.00,60.09,59.65 - 60.70,42.97 - 60.70,0.47,Buy,58.75 (-3.0%),"Dec 5, 2024",Grocery Stores,Consumer Staples,1883,NYSE,"414,000",https://www.thekrogerco.com
CTVA,"Corteva, Inc.",63.25,43.47B,16.64B,695.00M,687.29M,0.98,64.38,20.23,$0.68 (1.08%),"Dec 2, 2024","3,074,355",63.34,64.13,62.76 - 63.88,43.89 - 64.20,0.77,Buy,63.72 (+0.74%),"Nov 6, 2024",Agricultural Inputs,Materials,2018,NYSE,"22,500",https://www.corteva.com
EA,Electronic Arts Inc.,165.02,43.28B,7.41B,1.05B,262.27M,3.89,42.39,20.74,$0.76 (0.46%),"Nov 27, 2024","1,826,883",164.81,164.14,163.72 - 166.31,124.92 - 168.50,0.78,Buy,165.59 (+0.35%),"Oct 29, 2024",Electronic Gaming & Multimedia,Communication Services,1982,NASDAQ,"13,700",https://www.ea.com
BKR,Baker Hughes Company,43.53,43.07B,27.30B,2.24B,989.53M,2.23,19.53,17.71,$0.84 (1.93%),"Nov 4, 2024","4,475,686",43.75,43.55,43.05 - 43.93,28.32 - 45.17,1.36,Strong Buy,44.76 (+2.83%),"Oct 22, 2024",Oil & Gas Equipment & Services,Energy,2016,NASDAQ,"58,000",https://www.bakerhughes.com
STZ,"Constellation Brands, Inc.",233.60,42.41B,10.19B,579.50M,181.54M,3.16,73.99,16.14,$4.04 (1.73%),"Nov 5, 2024","2,454,894",232.83,241.67,229.89 - 235.91,224.76 - 274.87,0.89,Buy,285.58 (+22.25%),"Jan 3, 2025",Beverages - Brewers,Consumer Staples,"Jan 1, 1987",NYSE,"10,600",https://www.cbrands.com
CBRE,"CBRE Group, Inc.",140.43,42.24B,34.31B,958.00M,300.80M,3.10,45.25,23.91,n/a,n/a,"1,796,511",139.49,138.69,138.93 - 141.05,78.18 - 141.05,1.39,Buy,123.00 (-12.41%),"Oct 24, 2024",Real Estate Services,Real Estate,"Jun 10, 2004",NYSE,"130,000",https://www.cbre.com
IR,Ingersoll Rand Inc.,104.74,42.21B,7.16B,838.60M,403.01M,2.05,51.09,30.55,$0.08 (0.08%),"Nov 14, 2024","934,755",104.96,105.35,104.24 - 105.17,69.46 - 106.03,1.42,Buy,102.23 (-2.4%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,1859,NYSE,"18,000",https://www.irco.com
EW,Edwards Lifesciences Corporation,71.55,42.20B,6.31B,4.16B,589.80M,6.89,10.39,30.20,n/a,n/a,"3,195,099",71.50,71.27,70.76 - 72.43,58.93 - 96.12,1.12,Buy,76.60 (+7.06%),"Oct 24, 2024",Medical Devices,Healthcare,"Mar 27, 2000",NYSE,"19,800",https://www.edwards.com
VRSK,"Verisk Analytics, Inc.",294.75,41.62B,2.82B,921.80M,141.21M,6.41,45.53,42.04,$1.56 (0.53%),"Dec 13, 2024","457,244",292.57,291.49,291.52 - 295.98,217.34 - 295.98,0.86,Hold,283.45 (-3.83%),"Oct 30, 2024",Consulting Services,Industrials,"Oct 7, 2009",NASDAQ,"7,500",https://www.verisk.com
XEL,Xcel Energy Inc.,71.87,41.27B,13.76B,1.88B,574.24M,3.37,21.35,18.98,$2.19 (3.05%),"Sep 13, 2024","2,947,451",72.05,71.60,71.26 - 72.08,46.79 - 72.08,0.40,Buy,66.33 (-7.71%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1909,NASDAQ,"11,311",https://www.xcelenergy.com
DAL,"Delta Air Lines, Inc.",64.14,41.12B,60.31B,4.65B,641.11M,7.20,8.91,8.83,$0.60 (0.94%),"Oct 10, 2024","4,272,763",64.86,64.49,63.99 - 65.94,35.46 - 66.25,1.34,Strong Buy,74.63 (+16.36%),"Jan 10, 2025",Airlines,Industrials,1924,NYSE,"100,000",https://www.delta.com
GLW,Corning Incorporated,48.00,41.10B,12.61B,156.00M,856.21M,0.18,261.09,21.46,$1.12 (2.34%),"Nov 15, 2024","2,951,479",48.26,48.26,47.79 - 48.26,27.57 - 51.03,1.03,Buy,51.17 (+6.6%),"Oct 29, 2024",Electronic Components,Technology,1851,NYSE,"49,800",https://www.corning.com
GRMN,Garmin Ltd.,212.85,40.87B,5.96B,1.52B,192.02M,7.86,27.07,29.12,$3.00 (1.41%),"Mar 14, 2025","789,995",214.50,214.52,210.75 - 215.48,119.15 - 216.44,0.98,Hold,162.17 (-23.81%),"Oct 30, 2024",Scientific & Technical Instruments,Technology,"Dec 12, 2000",NYSE,"19,900",https://www.garmin.com
OTIS,Otis Worldwide Corporation,101.97,40.73B,14.21B,1.63B,399.46M,4.02,25.42,25.33,$1.56 (1.53%),"Nov 15, 2024","803,879",102.20,102.46,101.48 - 102.42,83.99 - 106.33,0.94,Hold,105.83 (+3.79%),"Oct 30, 2024",Specialty Industrial Machinery,Industrials,1853,NYSE,"71,000",https://www.otis.com
IT,"Gartner, Inc.",523.00,40.34B,6.14B,1.06B,77.13M,13.53,38.65,41.15,n/a,n/a,"416,407",520.20,518.97,518.92 - 528.18,411.15 - 559.00,1.32,Buy,540.43 (+3.33%),"Nov 5, 2024",Information Technology Services,Technology,"Oct 4, 1993",NYSE,"20,237",https://www.gartner.com
CTSH,Cognizant Technology Solutions Corporation,81.06,40.19B,19.41B,2.25B,495.82M,4.52,17.93,16.84,$1.20 (1.48%),"Nov 19, 2024","2,121,744",80.74,80.63,79.71 - 81.16,63.79 - 82.41,1.05,Hold,79.94 (-1.38%),"Oct 30, 2024",Information Technology Services,Technology,"Jun 19, 1998",NASDAQ,"347,700",https://www.cognizant.com
EXC,Exelon Corporation,39.49,39.68B,22.92B,2.43B,1.00B,2.43,16.26,15.74,$1.52 (3.85%),"Nov 8, 2024","4,320,297",39.18,39.13,39.16 - 39.58,33.35 - 41.43,0.61,Buy,40.83 (+3.39%),"Oct 30, 2024",Utilities - Regulated Electric,Utilities,1999,NASDAQ,"19,962",https://www.exeloncorp.com
LULU,Lululemon Athletica Inc.,318.84,39.15B,9.99B,1.63B,122.78M,12.94,24.63,22.15,n/a,n/a,"1,171,100",325.40,326.72,318.24 - 326.22,226.01 - 516.39,1.24,Buy,373.07 (+17.01%),"Dec 5, 2024",Apparel Retail,Consumer Discretionary,"Jul 27, 2007",NASDAQ,"38,000",https://corporate.lululemon.com
YUM,"Yum! Brands, Inc.",138.63,38.69B,7.22B,1.53B,279.07M,5.35,25.91,23.31,$2.68 (1.93%),"Aug 27, 2024","1,220,125",139.00,137.05,137.16 - 139.00,123.70 - 143.20,1.09,Buy,145.94 (+5.27%),"Nov 5, 2024",Restaurants,Consumer Discretionary,"Sep 17, 1997",NYSE,"35,000",https://www.yum.com
KHC,The Kraft Heinz Company,31.97,38.66B,26.13B,1.37B,1.21B,1.11,28.68,10.57,$1.60 (5.01%),"Nov 29, 2024","8,248,665",31.96,32.02,31.82 - 32.11,30.40 - 38.96,0.48,Hold,36.90 (+15.42%),"Oct 30, 2024",Packaged Foods,Consumer Staples,1869,NASDAQ,"36,000",https://www.kraftheinzcompany.com
A,"Agilent Technologies, Inc.",134.37,38.32B,6.51B,1.29B,285.19M,4.43,30.33,24.15,$0.94 (0.70%),"Oct 1, 2024","3,033,768",127.02,134.49,126.86 - 134.80,124.10 - 155.35,1.07,Buy,142.73 (+6.22%),"Nov 25, 2024",Diagnostics & Research,Healthcare,"Nov 18, 1999",NYSE,"18,100",https://www.agilent.com
VMC,Vulcan Materials Company,288.40,38.09B,7.40B,845.60M,132.06M,6.35,45.53,33.52,$1.84 (0.64%),"Nov 4, 2024","459,513",289.90,290.37,285.96 - 290.54,209.60 - 298.31,0.80,Strong Buy,280.46 (-2.75%),"Oct 30, 2024",Building Materials,Materials,1909,NYSE,"10,961",https://www.vulcanmaterials.com
EXR,Extra Space Storage Inc.,171.68,37.87B,3.31B,806.89M,220.61M,3.81,45.06,38.30,$6.48 (3.77%),"Sep 16, 2024","477,444",169.91,170.41,168.62 - 172.35,125.82 - 184.87,0.89,Hold,171.36 (-0.19%),"Oct 29, 2024",REIT - Industrial,Real Estate,"Aug 12, 2004",NYSE,"7,618",https://www.extraspace.com
GEHC,GE HealthCare Technologies Inc.,82.51,37.70B,19.56B,1.68B,456.87M,3.65,22.61,18.18,$0.12 (0.15%),"Oct 18, 2024","1,940,069",82.78,82.66,82.39 - 83.39,66.39 - 94.55,n/a,Buy,94.36 (+14.36%),"Oct 30, 2024",Health Information Services,Healthcare,1892,NASDAQ,"51,000",https://www.gehealthcare.com
HPQ,HP Inc.,39.10,37.68B,53.32B,2.84B,963.72M,2.85,13.71,10.97,$1.10 (2.82%),"Sep 11, 2024","9,499,541",39.25,39.30,38.94 - 39.62,27.43 - 39.80,1.09,Hold,35.45 (-9.34%),"Nov 26, 2024",Computer Hardware,Technology,1939,NYSE,"58,000",https://www.hp.com
ACGL,Arch Capital Group Ltd.,100.41,37.63B,16.87B,5.67B,374.72M,14.88,6.75,11.90,$5.00 (4.98%),"Nov 18, 2024","1,193,729",100.06,100.06,99.42 - 100.69,72.85 - 116.47,0.61,Buy,118.69 (+18.21%),"Oct 30, 2024",Insurance - Diversified,Financials,"Sep 13, 1995",NASDAQ,"6,400",https://www.archgroup.com
SYY,Sysco Corporation,76.39,37.52B,79.71B,1.94B,491.23M,3.89,19.64,16.43,$2.04 (2.67%),"Oct 4, 2024","1,981,042",76.95,76.88,76.17 - 77.09,69.03 - 82.89,1.20,Strong Buy,85.50 (+11.93%),"Oct 29, 2024",Food Distribution,Consumer Staples,1969,NYSE,"72,000",https://www.sysco.com
LVS,Las Vegas Sands Corp.,50.92,36.92B,11.32B,1.50B,725.01M,2.02,25.24,19.91,$0.80 (1.57%),"Nov 5, 2024","2,894,805",51.17,51.40,50.75 - 51.25,36.62 - 55.66,1.12,Buy,58.31 (+14.51%),"Oct 23, 2024",Resorts & Casinos,Consumer Discretionary,"Dec 15, 2004",NYSE,"38,700",https://www.sands.com
MCHP,Microchip Technology Incorporated,68.41,36.74B,5.50B,781.60M,537.01M,1.44,47.63,39.69,$1.81 (2.65%),"Nov 22, 2024","8,698,645",70.76,69.85,67.73 - 70.92,62.63 - 100.57,1.53,Buy,93.05 (+36.02%),"Nov 5, 2024",Semiconductors,Technology,"Mar 19, 1993",NASDAQ,"22,300",https://www.microchip.com
RMD,ResMed Inc.,249.99,36.69B,4.81B,1.11B,146.75M,7.54,33.16,26.11,$2.12 (0.85%),"Nov 7, 2024","414,586",249.71,249.56,247.31 - 251.16,151.95 - 260.49,0.69,Buy,227.63 (-8.94%),"Jan 22, 2025",Medical Instruments & Supplies,Healthcare,"Jun 2, 1995",NYSE,"9,980",https://www.resmed.com
GIS,"General Mills, Inc.",65.99,36.63B,19.80B,2.40B,555.16M,4.20,15.72,14.50,$2.40 (3.64%),"Oct 10, 2024","2,802,702",65.50,65.53,65.44 - 66.33,61.48 - 75.90,0.11,Hold,72.57 (+9.97%),"Dec 18, 2024",Packaged Foods,Consumer Staples,1866,NYSE,"3,400",https://www.generalmills.com
MTB,M&T Bank Corporation,220.75,36.63B,8.50B,2.26B,165.92M,13.52,16.33,14.26,$5.40 (2.45%),"Sep 3, 2024","623,572",220.27,221.95,219.11 - 221.59,123.46 - 225.70,0.73,Buy,206.38 (-6.51%),"Jan 16, 2025",Banks - Regional,Financials,1856,NYSE,"22,223",https://www3.mtb.com
IQV,IQVIA Holdings Inc.,201.23,36.52B,15.32B,1.41B,181.50M,7.62,26.37,17.06,n/a,n/a,"1,208,906",201.10,204.02,198.48 - 202.30,187.62 - 261.73,1.51,Buy,256.60 (+27.52%),"Oct 31, 2024",Diagnostics & Research,Healthcare,"May 9, 2013",NYSE,"87,000",https://www.iqvia.com
MLM,"Martin Marietta Materials, Inc.",596.97,36.49B,6.51B,1.98B,61.12M,32.12,18.57,30.05,$3.16 (0.53%),"Sep 3, 2024","299,110",603.18,604.00,589.89 - 603.18,456.83 - 633.23,0.90,Strong Buy,637.36 (+6.77%),"Oct 30, 2024",Building Materials,Materials,"Feb 16, 1994",NYSE,"9,400",https://www.martinmarietta.com
IRM,Iron Mountain Incorporated,123.61,36.27B,5.99B,104.71M,293.46M,0.36,345.90,62.95,$2.86 (2.31%),"Sep 16, 2024","730,063",120.81,120.78,120.58 - 123.67,62.95 - 130.24,1.02,Strong Buy,129.40 (+4.68%),"Nov 6, 2024",REIT - Specialty,Real Estate,"Jan 31, 1996",NYSE,"27,000",https://www.ironmountain.com
NUE,Nucor Corporation,154.00,36.16B,31.36B,2.51B,234.81M,10.40,14.81,20.21,$2.16 (1.40%),"Sep 27, 2024","1,432,105",155.15,153.44,152.34 - 156.95,133.42 - 203.00,1.57,Buy,190.57 (+23.75%),"Oct 21, 2024",Steel,Materials,1905,NYSE,"32,000",https://www.nucor.com
HUM,Humana Inc.,295.59,35.59B,115.01B,1.36B,120.41M,11.19,26.40,18.43,$3.54 (1.20%),"Dec 31, 2024","1,106,017",304.00,304.18,294.47 - 304.00,213.31 - 526.47,0.52,Hold,306.48 (+3.68%),"Oct 30, 2024",Healthcare Plans,Healthcare,"Jan 22, 1993",NYSE,"67,600",https://www.humana.com
HIG,"The Hartford Financial Services Group, Inc.",122.62,35.55B,26.08B,3.01B,289.89M,9.97,12.18,10.76,$2.08 (1.70%),"Dec 2, 2024","606,533",121.62,121.52,121.19 - 122.74,76.65 - 123.23,0.94,Buy,121.50 (-0.91%),"Oct 24, 2024",Insurance - Property & Casualty,Financials,"Dec 20, 1995",NYSE,"18,700",https://www.thehartford.com
WAB,Westinghouse Air Brake Technologies Corporation,201.71,35.34B,10.33B,1.06B,175.18M,5.99,33.65,24.45,$0.80 (0.40%),"Nov 13, 2024","576,547",198.14,199.28,198.14 - 202.13,114.45 - 202.84,1.27,Buy,175.50 (-12.99%),"Oct 23, 2024",Railroads,Industrials,"Jun 20, 1995",NYSE,"29,000",https://www.wabteccorp.com
ED,"Consolidated Edison, Inc.",101.70,35.23B,15.03B,1.84B,346.41M,5.31,19.14,18.51,$3.32 (3.27%),"Nov 13, 2024","1,912,922",99.72,99.47,99.55 - 101.81,85.85 - 107.75,0.35,Hold,96.25 (-5.36%),"Nov 7, 2024",Utilities - Regulated Electric,Utilities,1884,NYSE,"14,592",https://www.conedison.com
HSY,The Hershey Company,173.29,35.07B,10.97B,1.77B,202.35M,8.70,19.93,20.74,$5.48 (3.16%),"Nov 18, 2024","1,019,338",175.21,175.54,172.29 - 175.56,168.16 - 211.92,0.37,Sell,187.06 (+7.95%),"Nov 7, 2024",Confectioners,Consumer Staples,1894,NYSE,"20,505",https://www.thehersheycompany.com
DD,"DuPont de Nemours, Inc.",83.84,35.04B,12.19B,799.00M,417.96M,1.88,44.49,19.64,$1.50 (1.79%),"Aug 30, 2024","1,544,282",84.10,84.43,83.42 - 84.39,61.14 - 90.06,1.34,Buy,93.83 (+11.92%),"Nov 5, 2024",Specialty Chemicals,Materials,2015,NYSE,"24,000",https://www.dupont.com
RJF,"Raymond James Financial, Inc.",168.92,34.34B,12.78B,2.06B,203.30M,9.70,17.34,16.13,$1.80 (1.07%),"Oct 1, 2024","781,725",166.87,167.05,165.21 - 169.01,102.42 - 169.01,1.00,Hold,138.58 (-17.96%),"Oct 23, 2024",Asset Management,Financials,1962,NYSE,"18,000",https://www.raymondjames.com
IDXX,"IDEXX Laboratories, Inc.",417.32,34.17B,3.84B,866.24M,81.88M,10.36,40.29,35.71,n/a,n/a,"543,094",429.00,428.59,414.46 - 429.06,398.50 - 583.39,1.36,Buy,545.29 (+30.67%),"Oct 31, 2024",Diagnostics & Research,Healthcare,"Jun 21, 1991",NASDAQ,"11,000",https://www.idexx.com
VICI,VICI Properties Inc.,32.38,34.13B,3.81B,2.81B,1.05B,2.70,12.01,11.91,$1.73 (5.35%),"Sep 18, 2024","3,030,859",32.46,32.53,32.32 - 32.53,27.08 - 34.29,0.96,Buy,33.70 (+4.08%),"Oct 31, 2024",REIT - Diversified,Real Estate,2016,NYSE,28,https://www.viciproperties.com
EIX,Edison International,87.74,33.97B,17.32B,1.32B,387.15M,3.42,25.65,16.12,$3.12 (3.56%),"Oct 7, 2024","1,460,780",87.83,87.61,87.23 - 88.07,63.15 - 88.77,0.94,Buy,86.25 (-1.7%),"Oct 29, 2024",Utilities - Regulated Electric,Utilities,1886,NYSE,"14,375",https://www.edison.com
ETR,Entergy Corporation,155.93,33.43B,11.86B,1.76B,214.41M,8.20,19.01,21.12,$4.80 (3.08%),"Nov 13, 2024","1,283,061",153.16,152.50,152.67 - 156.04,96.15 - 156.85,0.70,Buy,150.42 (-3.53%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1949,NYSE,"12,177",https://www.entergy.com
AVB,"AvalonBay Communities, Inc.",235.39,33.44B,2.93B,1.04B,142.05M,7.32,32.15,43.33,$6.80 (2.89%),"Dec 31, 2024","491,668",233.45,232.90,233.04 - 236.49,169.37 - 236.49,0.98,Buy,221.31 (-5.98%),"Nov 4, 2024",REIT - Residential,Real Estate,"Mar 10, 1994",NYSE,"3,039",https://www.avalonbay.com
ROK,"Rockwell Automation, Inc.",296.00,33.42B,8.26B,948.20M,112.90M,8.28,35.75,31.25,$5.24 (1.77%),"Nov 18, 2024","1,026,017",295.85,298.70,293.00 - 298.40,242.81 - 312.76,1.36,Buy,291.29 (-1.59%),"Nov 7, 2024",Specialty Industrial Machinery,Industrials,"Jan 1, 1987",NYSE,"29,000",https://www.rockwellautomation.com
TTWO,"Take-Two Interactive Software, Inc.",187.85,32.99B,5.46B,-3.62B,175.63M,-21.03,n/a,54.14,n/a,n/a,"1,779,798",188.19,187.62,187.14 - 189.28,135.24 - 190.43,0.85,Strong Buy,194.11 (+3.33%),"Nov 6, 2024",Electronic Gaming & Multimedia,Communication Services,"Apr 15, 1997",NASDAQ,"12,371",https://www.take2games.com
CCL,Carnival Corporation & plc,25.34,32.92B,24.48B,1.57B,1.30B,1.20,21.13,15.55,n/a,n/a,"18,779,621",25.08,25.19,24.97 - 25.80,13.78 - 25.80,2.67,Buy,23.69 (-6.51%),"Dec 19, 2024",Travel Services,Consumer Discretionary,"Jul 24, 1987",NYSE,"106,000",https://www.carnivalcorp.com
CSGP,"CoStar Group, Inc.",79.92,32.76B,2.67B,175.40M,409.96M,0.43,185.88,79.17,n/a,n/a,"1,776,793",80.41,80.28,79.48 - 81.14,68.26 - 100.38,0.82,Buy,93.25 (+16.68%),"Oct 22, 2024",Real Estate Services,Real Estate,"Jun 29, 1998",NASDAQ,"6,152",https://www.costargroup.com
BRO,"Brown & Brown, Inc.",113.42,32.43B,4.56B,1.04B,285.96M,3.67,30.88,28.26,$0.60 (0.53%),"Nov 6, 2024","701,975",112.08,111.74,111.71 - 113.96,69.13 - 114.08,0.82,Buy,106.91 (-5.74%),"Jan 21, 2025",Insurance Brokers,Financials,1939,NYSE,"16,152",https://www.bbinsurance.com
FITB,Fifth Third Bancorp,48.25,32.35B,8.06B,2.07B,670.54M,3.00,16.14,13.79,$1.48 (3.06%),"Sep 30, 2024","4,100,307",48.40,48.44,48.09 - 48.65,26.89 - 49.07,1.23,Buy,43.50 (-9.84%),"Jan 21, 2025",Banks - Regional,Financials,1858,NASDAQ,"18,724",https://www.53.com
WEC,"WEC Energy Group, Inc.",101.55,32.13B,8.53B,1.29B,316.35M,4.09,24.82,21.76,$3.34 (3.29%),"Nov 14, 2024","863,480",101.41,101.35,100.89 - 101.68,75.13 - 101.68,0.44,Hold,94.73 (-6.72%),"Oct 31, 2024",Utilities - Regulated Electric,Utilities,1896,NYSE,"7,000",https://www.wecenergygroup.com
EFX,Equifax Inc.,258.94,32.10B,5.59B,562.50M,123.95M,4.50,57.54,29.90,$1.56 (0.60%),"Nov 22, 2024","776,933",260.39,263.89,256.83 - 261.34,209.68 - 309.63,1.59,Strong Buy,300.15 (+15.92%),"Oct 16, 2024",Consulting Services,Industrials,1899,NYSE,"14,900",https://www.equifax.com
LYV,"Live Nation Entertainment, Inc.",138.87,32.02B,23.32B,206.78M,230.60M,0.89,155.69,61.94,n/a,n/a,"1,867,226",140.33,140.54,137.74 - 140.65,81.38 - 141.18,1.33,Strong Buy,141.00 (+1.53%),"Nov 11, 2024",Entertainment,Communication Services,2005,NYSE,"31,700",
WTW,Willis Towers Watson Public Limited Company,316.65,31.89B,9.81B,-722.00M,100.73M,-7.11,n/a,17.86,$3.52 (1.11%),"Sep 30, 2024","610,168",314.63,314.63,309.32 - 318.13,234.01 - 320.77,0.74,Buy,313.93 (-0.86%),"Oct 31, 2024",Insurance Brokers,Financials,1828,NASDAQ,"48,000",https://www.wtwco.com
UAL,"United Airlines Holdings, Inc.",96.51,31.74B,55.99B,2.76B,328.88M,8.30,11.63,7.80,n/a,n/a,"8,238,658",97.75,96.83,96.48 - 101.52,37.02 - 101.52,1.39,Strong Buy,93.08 (-3.55%),"Oct 15, 2024",Airlines,Industrials,1934,NASDAQ,"103,300",https://www.united.com
DOW,Dow Inc.,44.54,31.29B,43.18B,1.05B,702.49M,1.50,29.79,17.06,$2.80 (6.29%),"Nov 29, 2024","7,260,121",45.48,45.87,44.10 - 45.51,43.33 - 60.69,1.22,Hold,57.00 (+27.98%),"Oct 24, 2024",Chemicals,Materials,2018,NYSE,"35,900",https://www.dow.com
EBAY,eBay Inc.,65.09,31.18B,10.27B,2.02B,479.00M,3.97,16.41,12.65,$1.08 (1.66%),"Nov 29, 2024","2,929,349",64.92,64.99,64.78 - 65.51,40.16 - 67.80,1.34,Buy,62.84 (-3.46%),"Oct 30, 2024",Internet Retail,Consumer Discretionary,"Sep 24, 1998",NASDAQ,"12,300",https://www.ebayinc.com
ANSS,"ANSYS, Inc.",349.85,30.59B,2.47B,567.77M,87.45M,6.48,53.98,33.66,n/a,n/a,"369,209",352.65,352.14,347.86 - 352.70,275.81 - 364.31,1.11,Hold,342.50 (-2.1%),"Nov 6, 2024",Software - Application,Technology,"Jun 20, 1996",NASDAQ,"6,200",https://www.ansys.com
DXCM,"DexCom, Inc.",77.94,30.44B,3.95B,680.80M,390.60M,1.67,46.74,40.25,n/a,n/a,"4,086,143",78.65,77.83,76.94 - 79.38,62.34 - 142.00,1.17,Buy,101.29 (+29.96%),"Oct 24, 2024",Medical Devices,Healthcare,"Apr 14, 2005",NASDAQ,"9,600",https://www.dexcom.com
CNC,Centene Corporation,60.00,30.29B,146.20B,3.07B,504.87M,5.75,10.43,8.79,n/a,n/a,"4,582,719",61.40,61.43,59.89 - 61.81,57.20 - 81.42,0.49,Buy,83.92 (+39.87%),"Oct 25, 2024",Healthcare Plans,Healthcare,"Dec 13, 2001",NYSE,"67,000",https://www.centene.com
XYL,Xylem Inc.,124.54,30.26B,8.42B,830.00M,242.94M,3.42,36.44,27.24,$1.44 (1.16%),"Aug 29, 2024","1,193,956",128.27,128.58,124.43 - 128.67,102.63 - 146.08,1.05,Buy,149.64 (+20.15%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,2011,NYSE,"23,000",https://www.xylem.com
ON,ON Semiconductor Corporation,70.82,30.15B,7.38B,1.76B,425.80M,4.03,17.55,17.33,n/a,n/a,"4,736,753",73.35,72.39,69.97 - 73.43,59.34 - 86.77,1.65,Buy,85.96 (+21.38%),"Oct 28, 2024",Semiconductors,Technology,"Apr 28, 2000",NASDAQ,"30,100",https://www.onsemi.com
EQR,Equity Residential,77.10,30.14B,2.94B,924.93M,390.92M,2.44,31.74,48.59,$2.70 (3.49%),"Sep 24, 2024","716,178",76.51,76.41,76.38 - 77.36,56.05 - 78.83,0.91,Buy,74.39 (-3.51%),"Oct 30, 2024",REIT - Residential,Real Estate,"Aug 11, 1993",NYSE,"2,400",https://www.equityapartments.com
TSCO,Tractor Supply Company,280.19,29.94B,14.77B,1.11B,106.84M,10.28,27.27,25.81,$4.40 (1.57%),"Aug 26, 2024","783,546",284.81,285.99,279.95 - 287.04,197.00 - 307.64,0.81,Buy,281.00 (+0.29%),"Oct 24, 2024",Specialty Retail,Consumer Discretionary,"Feb 17, 1994",NASDAQ,"50,000",https://www.tractorsupply.com
GPN,Global Payments Inc.,117.46,29.89B,10.02B,1.36B,254.49M,5.30,22.16,9.42,$1.00 (0.85%),"Dec 13, 2024","1,487,158",117.84,118.58,117.26 - 118.43,91.60 - 141.78,0.98,Buy,136.57 (+16.27%),"Oct 30, 2024",Specialty Business Services,Industrials,"Jan 16, 2001",NYSE,"27,000",https://www.globalpayments.com/en-ap
KEYS,"Keysight Technologies, Inc.",171.91,29.67B,4.98B,614.00M,172.60M,3.51,48.98,24.79,n/a,n/a,"897,867",172.85,171.68,170.55 - 173.07,119.72 - 175.39,0.98,Buy,177.30 (+3.14%),"Nov 19, 2024",Scientific & Technical Instruments,Technology,1939,NYSE,"14,900",https://www.keysight.com
CAH,"Cardinal Health, Inc.",122.44,29.63B,224.45B,1.28B,242.01M,5.21,23.53,15.36,$2.02 (1.65%),"Oct 1, 2024","1,250,202",122.90,121.77,120.56 - 122.99,93.17 - 126.14,0.62,Buy,123.00 (+0.46%),"Nov 1, 2024",Medical Distribution,Healthcare,1979,NYSE,"48,900",https://www.cardinalhealth.com
DECK,Deckers Outdoor Corporation,194.41,29.54B,4.66B,875.41M,151.92M,5.68,34.23,33.26,n/a,n/a,"1,192,532",196.63,196.49,192.91 - 196.78,108.12 - 198.08,1.05,Buy,178.95 (-7.95%),"Oct 24, 2024",Footwear & Accessories,Consumer Discretionary,"Oct 14, 1993",NYSE,"4,800",https://www.deckers.com
STT,State Street Corporation,98.81,28.97B,12.55B,1.93B,293.15M,6.30,15.65,10.77,$3.04 (3.08%),"Oct 1, 2024","1,657,413",98.42,98.79,97.86 - 99.05,69.58 - 99.50,1.48,Hold,92.50 (-6.39%),"Jan 17, 2025",Asset Management,Financials,1792,NYSE,"46,000",https://www.statestreet.com
SW,Smurfit Westrock Plc,55.53,28.77B,16.43B,221.00M,518.12M,0.68,81.55,17.82,$1.21 (2.19%),"Nov 15, 2024","1,844,139",55.94,56.25,54.97 - 56.06,38.55 - 56.99,1.03,Buy,58.00 (+4.45%),"Oct 30, 2024",Packaging & Containers,Consumer Discretionary,1934,NYSE,"47,000",https://www.smurfitwestrock.com
HPE,Hewlett Packard Enterprise Company,22.13,28.74B,29.02B,1.86B,1.30B,1.41,15.71,10.65,$0.52 (2.35%),"Sep 19, 2024","6,110,331",22.17,22.21,21.94 - 22.25,14.47 - 22.82,1.21,Buy,22.21 (+0.36%),"Dec 5, 2024",Communication Equipment,Technology,1939,NYSE,"62,000",https://www.hpe.com
PPG,"PPG Industries, Inc.",123.35,28.58B,18.03B,1.49B,231.70M,6.30,19.57,14.43,$2.72 (2.21%),"Nov 12, 2024","691,853",124.46,125.79,122.93 - 125.21,118.07 - 151.16,1.25,Buy,149.86 (+21.49%),"Jan 16, 2025",Specialty Chemicals,Materials,1883,NYSE,"53,000",https://www.ppg.com
DOV,Dover Corporation,206.34,28.31B,8.47B,1.56B,137.19M,11.19,18.45,22.72,$2.06 (1.00%),"Nov 29, 2024","565,411",205.54,205.56,203.81 - 206.69,137.73 - 207.75,1.22,Buy,207.73 (+0.67%),"Oct 24, 2024",Specialty Industrial Machinery,Industrials,1947,NYSE,"25,000",https://www.dovercorporation.com
